Incident_Number,Exposure_Number,ID,Address,Incident_Date,Call_Number,Alarm_DtTm,Arrival_DtTm,Close_DtTm,City,ZIP_Code,Battalion,Station_Area,Box,Suppression_Units,Suppression_Personnel,EMS_Units,EMS_Personnel,Other_Units,Other_Personnel,First_Unit_On_Scene,Estimated_Property_Loss,Estimated_Contents_Loss,Fire_Fatalities,Fire_Injuries,Civilian_Fatalities,Civilian_Injuries,Number_of_Alarms,Primary_Situation,Mutual_Aid,Action_Taken_Primary,Action_Taken_Secondary,Action_Taken_Other,Detector_Alerted_Occupants,Property_Use,Area_of_Fire_Origin,Ignition_Cause,Ignition_Factor_Primary,Ignition_Factor_Secondary,Heat_Source,Item_First_Ignited,Human_Factors_Associated_with_Ignition,Structure_Type,Structure_Status,Floor_of_Fire_Origin,Fire_Spread,No_Flame_Spead,Number_of_floors_with_minimum_damage,Number_of_floors_with_significant_damage,Number_of_floors_with_heavy_damage,Number_of_floors_with_extreme_damage,Detectors_Present,Detector_Type,Detector_Operation,Detector_Effectiveness,Detector_Failure_Reason,Automatic_Extinguishing_System_Present,Automatic_Extinguishing_Sytem_Type,Automatic_Extinguishing_Sytem_Perfomance,Automatic_Extinguishing_Sytem_Failure_Reason,Number_of_Sprinkler_Heads_Operating,Supervisor_District,Analysis_Neighborhood,point,Neighborhoods_old,Zip_Codes,Fire_Prevention_Districts,Police_Districts,Supervisor_Districts,Civic_Center_Harm_Reduction_Project_Boundary,Fix_It_Zones_2017,HSOC_Zones,Central_Market_Tenderloin_Boundary,Central_Market_Tenderloin_Boundary_Polygon_Updated,HSOC_Zones_as_of_2018_06_05,Neighborhoods,SF_Find_Neighborhoods,Current_Police_Districts,Current_Supervisor_Districts,Analysis_Neighborhoods
03009823,0,030098230,600 Italy Av.,02/03/2003,030340355,02/03/2003 11:48:41 PM,02/03/2003 11:53:13 PM,02/03/2003 11:55:46 PM,SF,94112,B09,43,,2,9,0,0,0,0,E43,0,0,0,0,0,0,1,"700 - False alarm or false call, other",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,11,Excelsior,POINT (-122.434533 37.715723),5,28861,9,7,6,,,,,,,90,90,9,1,7
03009827,0,030098270,1522 Shafter Av.,02/04/2003,030350004,02/04/2003 12:19:54 AM,02/04/2003 12:23:17 AM,02/04/2003 12:34:31 AM,SF,94124,B10,17,,3,12,0,0,0,0,E17,0,0,0,0,0,0,1,"651 - Smoke scare, odor of smoke",None,86 - Investigate,-,-,-,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Bayview Hunters Point,POINT (-122.3894368 37.72943043),1,58,10,3,8,,,,,,,86,86,2,9,1
03009829,0,030098290,16 Museum Wy.,02/04/2003,030350006,02/04/2003 12:43:33 AM,02/04/2003 12:44:58 AM,02/04/2003 01:57:42 AM,SF,94117,B05,06,,8,27,0,0,0,0,E06,0,0,0,0,0,0,1,"118 - Trash or rubbish fire, contained",None,"10 - Fire, other",-,-,U - Unknown,419 - 1 or 2 family dwelling,"02 - Exterior stairway, ramp, or fire esca",2 - Unintentional,"10 - Misuse of material or product, other",-,00 - Heat source: other,"00 - Item First Ignited, Other",3 - Unattended or unsupervised person,5 -Tent,-,0,-,,0,0,0,0,-,-,-,-,-,-,-,-,-,0,8,Castro/Upper Market,POINT (-122.4373675 37.76717997),3,28862,15,5,5,,,,,,,113,113,7,5,5
03009834,0,030098340,30th St. / Mission St.,02/04/2003,030350011,02/04/2003 01:20:12 AM,02/04/2003 01:23:21 AM,02/04/2003 01:57:57 AM,SF,94110,B06,32,,2,9,0,0,0,0,E32,0,0,0,0,0,0,1,131 - Passenger vehicle fire,None,11 - Extinguish,86 - Investigate,-,-,965 - Vehicle parking area,81 - Operator/passenger area/transport equ,1 - Intentional,-,-,60 - Heat; other open flame/smoking materi,"21 - Upholstered sofa, chair, vehicle seat",-,,,,,,,,,,,,,,,,,,,,9,Bernal Heights,POINT (-122.421971 37.742375),2,28859,2,7,7,,,,,,,83,83,9,2,2
03009837,0,030098370,431 Guerrero St.,02/04/2003,030350015,02/04/2003 01:25:56 AM,02/04/2003 01:30:15 AM,02/04/2003 01:38:47 AM,SF,94109,B02,06,,1,4,0,0,0,0,T07,0,0,0,0,0,0,1,"340 - Search, other",None,71 - Assist physically disabled,-,-,-,"000 - Property Use, other",,,,,,,,,,,,,,,,,,,,,,,,,,,8,Mission,POINT (-122.42382585 37.76429307),19,28859,8,4,5,,,,,,,37,37,3,5,20
03009841,0,030098410,10th St. / Folsom St.,02/04/2003,030350019,02/04/2003 01:53:04 AM,02/04/2003 01:56:22 AM,02/04/2003 01:57:16 AM,SF,94103,B02,36,,2,9,0,0,0,0,E36,0,0,0,0,0,0,1,"710 - Malicious, mischievous false call, other",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,6,South of Market,POINT (-122.412826 37.772812),34,28853,8,2,9,1,,1,,,1,32,32,1,10,34
03009846,0,030098460,6th St. / Market St.,02/04/2003,030350025,02/04/2003 03:03:37 AM,02/04/2003 03:07:16 AM,02/04/2003 03:07:44 AM,SF,94105,B03,01,,2,9,0,0,0,0,E01,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,963 - Street or road in commercial area,,,,,,,,,,,,,,,,,,,,,,,,,,,6,South of Market,POINT (-122.410293 37.78223),34,28853,14,2,9,1,17,1,1,1,1,20,20,5,10,34
03009848,0,030098480,49 Dearborn St.,02/04/2003,030350027,02/04/2003 03:20:19 AM,02/04/2003 03:23:18 AM,02/04/2003 03:36:10 AM,SF,94114,B02,07,,10,31,0,0,0,0,D3,0,0,0,0,0,0,1,154 - Dumpster/Outside trash receptacle fire,None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,8,Mission,POINT (-122.4217674 37.76335308),19,28859,8,4,5,,,3,,,3,37,37,3,5,20
03009856,0,030098560,Leavenworth St. / Ofarrell St.,02/04/2003,030350036,02/04/2003 04:28:47 AM,02/04/2003 04:31:42 AM,02/04/2003 04:32:03 AM,SF,94109,B04,03,,2,9,0,0,0,0,E03,0,0,0,0,0,0,1,"700 - False alarm or false call, other",None,86 - Investigate,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,6,Tenderloin,POINT (-122.414619 37.785583),36,28852,7,10,9,,,,1,1,,20,20,5,10,36
03009862,0,030098620,4150 Clement St.,02/04/2003,030350042,02/04/2003 04:52:27 AM,02/04/2003 04:55:49 AM,02/04/2003 05:03:35 AM,SF,94121,B07,34,,3,11,0,0,0,0,E34,0,0,0,0,0,0,1,"730 - System malfunction, other",None,63 - Restore fire alarm system,-,-,-,331 - Hospital - medical or psychiatric,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Lincoln Park,POINT (-122.504575 37.782593),15,55,11,6,2,,,,,,,7,7,8,4,17
03009866,0,030098660,Bay St. / Kearny St.,02/04/2003,030350046,02/04/2003 05:20:58 AM,02/04/2003 05:24:48 AM,02/04/2003 05:28:55 AM,SF,94133,B01,28,,1,4,0,0,0,0,E28,0,0,0,0,0,0,1,911 - Citizen complaint,None,86 - Investigate,-,-,-,NNN - None,,,,,,,,,,,,,,,,,,,,,,,,,,,3,North Beach,POINT (-122.40715 37.806427),23,308,3,1,10,,,,,,,99,99,6,3,23
03009867,0,030098670,4150 Clement St.,02/04/2003,030350047,02/04/2003 05:41:15 AM,02/04/2003 05:44:37 AM,02/04/2003 05:48:50 AM,SF,94121,B07,34,,3,11,0,0,0,0,E34,0,0,0,0,0,0,1,735 - Alarm system sounded due to malfunction,None,63 - Restore fire alarm system,-,-,-,331 - Hospital - medical or psychiatric,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Lincoln Park,POINT (-122.504575 37.782593),15,55,11,6,2,,,,,,,7,7,8,4,17
03009868,0,030098680,California St. / Stockton St.,02/04/2003,030350048,02/04/2003 05:45:43 AM,02/04/2003 05:49:15 AM,02/04/2003 06:11:13 AM,SF,94104,B01,13,,1,4,0,0,0,0,E13,0,0,0,0,0,0,1,"118 - Trash or rubbish fire, contained",None,11 - Extinguish,-,-,U - Unknown,963 - Street or road in commercial area,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Chinatown,POINT (-122.407539 37.792249),4,28857,3,1,10,,,,,,,16,16,6,3,6
03009869,0,030098690,720 California St.,02/04/2003,030350050,02/04/2003 05:50:44 AM,02/04/2003 05:54:09 AM,02/04/2003 06:00:30 AM,SF,94104,B01,13,,3,9,0,0,0,0,E02,0,0,0,0,0,0,1,"730 - System malfunction, other",None,86 - Investigate,-,-,-,599 - Business office,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Chinatown,POINT (-122.406361 37.792468),4,28857,3,1,10,,,,,,,104,104,6,3,6
03009873,0,030098730,10th St. / Howard St.,02/04/2003,030350055,02/04/2003 06:41:50 AM,02/04/2003 06:44:50 AM,02/04/2003 06:45:17 AM,SF,94105,B02,36,,2,9,0,0,0,0,E36,0,0,0,0,0,0,1,"710 - Malicious, mischievous false call, other",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,6,South of Market,POINT (-122.414371 37.774042),34,28853,8,2,9,1,,1,1,1,1,32,32,1,10,34
03009883,0,030098830,47 Jordan Av.,02/04/2003,030350071,02/04/2003 07:22:37 AM,02/04/2003 07:26:11 AM,02/04/2003 07:29:20 AM,SF,94115,B07,10,,3,11,0,0,0,0,B07,0,0,0,0,0,0,1,"650 - Steam/gas mistaken for smoke, other",None,63 - Restore fire alarm system,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Presidio Heights,POINT (-122.456979 37.784999),31,54,11,6,1,,,,,,,11,11,8,6,31
03009886,0,030098860,101 Post St.,02/04/2003,030350084,02/04/2003 08:04:10 AM,02/04/2003 08:07:30 AM,02/04/2003 08:08:29 AM,SF,94105,B01,01,,3,11,0,0,0,0,E01,0,0,0,0,0,0,1,"740 - Unintentional alarm, other",None,86 - Investigate,-,-,-,"000 - Property Use, other",,,,,,,,,,,,,,,,,,,,,,,,,,,3,Financial District/South Beach,POINT (-122.403735 37.788816),6,28857,5,1,10,,10,,,,,19,19,6,3,8
03009895,0,030098950,1 Van Ness Av.,02/04/2003,030350104,02/04/2003 08:57:41 AM,02/04/2003 09:01:33 AM,02/04/2003 09:01:47 AM,SF,94117,B02,36,,2,9,0,0,0,0,E05,0,0,0,0,0,0,1,611 - Dispatched & canceled en route,None,93 - Cancelled enroute,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Hayes Valley,POINT (-122.419357 37.775202),10,28852,7,2,11,1,,1,1,1,1,21,21,1,11,9
03009897,0,030098970,Mansell St. / Visitacion Av.,02/04/2003,030350116,02/04/2003 09:07:04 AM,02/04/2003 09:10:41 AM,02/04/2003 09:17:39 AM,SF,94134,B09,44,,1,4,0,0,0,0,E44,0,0,0,0,0,0,1,131 - Passenger vehicle fire,None,86 - Investigate,-,-,-,"962 - Residential street, road or residential dr","80 - Vehicle area, other",3 - Failure of equipment or heat source,34 - Unspecified short-circuit arc,-,UU - Undetermined,"81 - Electrical wire, cable insulation",-,,,,,,,,,,,,,,,,,,,,10,McLaren Park,POINT (-122.411674 37.718754),18,309,9,7,8,,,,,,,73,73,9,9,19
03009900,0,030099000,540 Junipero Serra Bl.,02/04/2003,030350124,02/04/2003 09:21:08 AM,02/04/2003 09:27:40 AM,02/04/2003 09:43:58 AM,SF,94132,B09,19,,4,17,0,0,0,0,T19,0,0,0,0,0,0,1,531 - Smoke or odor removal,None,86 - Investigate,-,-,-,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,7,West of Twin Peaks,POINT (-122.4719371 37.72893218),40,59,9,8,4,,,,,,,41,41,10,8,41
03009901,0,030099010,505 Lyon St.,02/04/2003,030350125,02/04/2003 09:23:08 AM,02/04/2003 09:25:11 AM,02/04/2003 10:06:53 AM,SF,94117,B05,21,,1,4,1,2,0,0,E21,0,0,0,0,0,0,1,"311 - Medical assist, assist EMS crew",None,"30 - Emergency medical services, other",-,-,-,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Lone Mountain/USF,POINT (-122.44317978 37.77559489),16,29492,15,5,11,,,,,,,24,24,7,11,18
03009903,0,030099030,1090 Jackson St.,02/04/2003,030350133,02/04/2003 09:37:32 AM,02/04/2003 09:40:23 AM,02/04/2003 10:06:09 AM,SF,94115,B01,02,,7,21,1,2,2,4,E02,0,0,0,0,0,0,1,"113 - Cooking fire, confined to container",None,86 - Investigate,-,-,1 - Detector alerted occupants,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Nob Hill,POINT (-122.4129782 37.79540734),21,308,3,1,10,,,,,,,16,16,6,3,21
03009913,0,030099130,48th Av. / Geary Bl.,02/04/2003,030350151,02/04/2003 10:06:58 AM,02/04/2003 10:06:58 AM,02/04/2003 11:27:06 AM,SF,94118,B07,34,,1,2,1,2,0,0,,0,0,0,0,0,0,1,"400 - Hazardous condition, other",None,86 - Investigate,-,-,-,"000 - Property Use, other",,,,,,,,,,,,,,,,,,,,,,,,,,,1,Outer Richmond,POINT (-122.509368 37.778963),26,55,11,6,2,,,,,,,6,6,8,4,29
03009915,0,030099150,275 California Av.,02/04/2003,030350153,02/04/2003 10:10:07 AM,02/04/2003 10:12:55 AM,02/04/2003 10:14:10 AM,TI,94130,B03,48,,1,5,0,0,0,0,T48,0,0,0,0,0,0,1,"900 - Special type of incident, other",None,86 - Investigate,-,-,-,"150 - Public or government, other",,,,,,,,,,,,,,,,,,,,,,,,,,,6,Treasure Island,POINT (-122.37153751921 37.822568226227),37,62,,2,9,,,,,,,36,36,1,10,37
03009916,0,030099160,48th Av. / Quintara St.,02/04/2003,030350156,02/04/2003 10:17:41 AM,02/04/2003 10:21:59 AM,02/04/2003 10:27:19 AM,SF,94122,B08,23,,1,4,0,0,0,0,E23,0,0,0,0,0,0,1,"500 - Service Call, other",None,73 - Provide manpower,-,-,-,"579 - vehicle/boat; sales, service or repair",,,,,,,,,,,,,,,,,,,,,,,,,,,4,Sunset/Parkside,POINT (-122.507158 37.74727),35,29491,1,8,3,,,,,,,39,39,10,7,35
03009918,0,030099180,3300 Cesar Chavez St.,02/04/2003,030350160,02/04/2003 10:28:40 AM,02/04/2003 10:31:57 AM,02/04/2003 10:32:17 AM,SF,94124,B06,11,,1,4,0,0,0,0,E09,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,9,Mission,POINT (-122.415953 37.74828),19,28859,2,4,7,,,3,,,3,53,53,3,2,20
03009920,0,030099200,70 Delta St.,02/04/2003,030350162,02/04/2003 10:29:54 AM,02/04/2003 10:32:50 AM,02/04/2003 10:36:30 AM,SF,94134,B10,44,,1,4,0,0,0,0,E44,0,0,0,0,0,0,1,735 - Alarm system sounded due to malfunction,None,86 - Investigate,-,-,-,"400 - Residential, other",,,,,,,,,,,,,,,,,,,,,,,,,,,10,McLaren Park,POINT (-122.406916 37.718808),18,309,9,7,8,,,,,,,75,75,9,9,19
03009926,0,030099260,63 Knollview Wy.,02/04/2003,030350173,02/04/2003 10:56:34 AM,02/04/2003 10:59:44 AM,02/04/2003 11:02:09 AM,SF,94116,B08,20,,1,4,0,0,0,0,E20,0,0,0,0,0,0,1,511 - Lock-out,None,86 - Investigate,-,-,-,899 - Residential or self storage units,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Twin Peaks,POINT (-122.451152 37.750019),38,63,1,5,4,,,,,,,48,48,7,8,38
03009928,0,030099280,17th Av. / Rivera St.,02/04/2003,030350179,02/04/2003 11:11:50 AM,02/04/2003 11:13:58 AM,02/04/2003 11:15:09 AM,SF,94122,B08,39,,1,4,0,0,0,0,E39,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,7,West of Twin Peaks,POINT (-122.473815 37.746872),40,29491,1,8,4,,,,,,,44,44,10,8,41
03009930,0,030099300,7th St. / Folsom St.,02/04/2003,030350183,02/04/2003 11:17:04 AM,02/04/2003 11:19:08 AM,02/04/2003 11:23:52 AM,SF,94105,B03,01,,3,11,0,0,0,0,E08,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,963 - Street or road in commercial area,,,,,,,,,,,,,,,,,,,,,,,,,,,6,South of Market,POINT (-122.407844 37.776746),34,28853,8,2,9,1,24,1,,,1,32,32,1,10,34
03009935,0,030099350,1775 44th Av.,02/04/2003,030350188,02/04/2003 11:27:09 AM,02/04/2003 11:28:50 AM,02/04/2003 11:28:50 AM,SF,94117,B08,23,,2,9,0,0,0,0,,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"210 - Schools, non-adult",,,,,,,,,,,,,,,,,,,,,,,,,,,4,Sunset/Parkside,POINT (-122.503654 37.753834),35,56,1,8,3,,,,,,,39,39,10,7,35
03009942,0,030099420,855 Monterey Bl.,02/04/2003,030350198,02/04/2003 11:59:13 AM,02/04/2003 12:03:21 PM,02/04/2003 12:52:51 PM,SF,94112,B09,15,,5,22,0,0,0,0,B09,0,0,0,0,0,0,1,111 - Building fire,None,11 - Extinguish,12 - Salvage & overhaul,-,-,419 - 1 or 2 family dwelling,"47 - Vehicle storage area; garage, carport",3 - Failure of equipment or heat source,"20 - Mechanical failure, malfunction, othe",-,12 - Radiated/conducted heat operating equ,"30 - Soft goods, wearing apparel, other",-,1 -Enclosed building,2 -In normal use,1,-,1,1,0,0,0,U -Undetermined,-,-,-,-,N -None Present,-,-,-,0,7,West of Twin Peaks,POINT (-122.4533408 37.7315538),40,59,9,7,4,,,,,,,95,95,9,8,41
03009946,0,030099460,700 Steiner St.,02/04/2003,030350204,02/04/2003 12:06:29 PM,02/04/2003 12:08:56 PM,02/04/2003 12:09:13 PM,SF,94117,B05,21,,2,9,0,0,0,0,E21,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,5,Hayes Valley,POINT (-122.43267643 37.7759056),10,29492,15,9,11,,,,,,,23,23,4,11,9
03009947,0,030099470,218 Granada Av.,02/04/2003,030350205,02/04/2003 12:08:03 PM,02/04/2003 12:13:17 PM,02/04/2003 12:21:52 PM,SF,94110,B09,15,,3,12,0,0,0,0,E19,0,0,0,0,0,0,1,"740 - Unintentional alarm, other",None,86 - Investigate,-,-,-,"000 - Property Use, other",,,,,,,,,,,,,,,,,,,,,,,,,,,7,Oceanview/Merced/Ingleside,POINT (-122.4571942 37.72189701),24,28861,9,8,4,,,,,,,64,64,10,8,24
03009948,0,030099480,Oshaughnessy Bl. / Portola Dr.,02/04/2003,030350207,02/04/2003 12:10:30 PM,02/04/2003 12:16:40 PM,02/04/2003 12:17:00 PM,SF,94116,B08,39,,1,1,0,0,1,5,T11,0,0,0,0,0,0,1,652 - Steam/vapor/fog/dust mistaken for smoke,None,86 - Investigate,-,-,-,"000 - Property Use, other",,,,,,,,,,,,,,,,,,,,,,,,,,,8,Glen Park,POINT (-122.451623 37.745533),7,59,1,7,5,,,,,,,72,72,9,5,10
03009950,0,030099500,1455 30th Av.,02/04/2003,030350208,02/04/2003 12:12:26 PM,02/04/2003 12:17:20 PM,02/04/2003 12:25:47 PM,SF,94122,B08,18,,0,0,1,4,0,0,E18,0,0,0,0,0,0,1,554 - Assist invalid,None,71 - Assist physically disabled,-,-,-,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Sunset/Parkside,POINT (-122.4876355 37.76117487),35,56,1,8,3,,,,,,,39,39,10,7,35
03009954,0,030099540,Mission St. / Sickles Av.,02/04/2003,030350215,02/04/2003 12:20:01 PM,02/04/2003 12:23:56 PM,02/04/2003 12:24:28 PM,SF,94112,B09,33,,2,9,0,0,0,0,E15,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,11,Excelsior,POINT (-122.452664 37.708805),5,28861,9,7,6,,,,,,,58,58,9,1,7
03009956,0,030099560,777 Mariposa St.,02/04/2003,030350217,02/04/2003 12:21:42 PM,02/04/2003 12:26:52 PM,02/04/2003 12:33:10 PM,SF,94107,B03,29,,3,11,0,0,0,0,E29,0,0,0,0,0,0,1,745 - Alarm system sounded/no fire-accidental,None,86 - Investigate,-,-,-,891 - Warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Potrero Hill,POINT (-122.39126535 37.76381129),29,28856,14,3,8,,,,,,,55,55,2,9,26
03009972,0,030099720,710 Ellis St.,02/04/2003,030350246,02/04/2003 01:15:49 PM,02/04/2003 01:40:58 PM,02/04/2003 02:15:11 PM,SF,94102,B02,03,,1,2,0,0,0,0,B02,0,0,0,0,0,0,1,551 - Assist PD or other Govern. Agency,None,86 - Investigate,-,-,-,"439 - Boarding/rooming house, res. hotels",,,,,,,,,,,,,,,,,,,,,,,,,,,6,Tenderloin,POINT (-122.417961 37.784274),36,28858,7,9,9,,17,,1,1,,20,20,5,10,36
03009973,0,030099730,Leavenworth St. / United Nations Pz,02/04/2003,030350247,02/04/2003 01:16:34 PM,02/04/2003 01:21:22 PM,02/04/2003 01:22:19 PM,SF,94105,B02,01,,2,9,0,0,0,0,T01,0,0,0,0,0,0,1,"710 - Malicious, mischievous false call, other",None,86 - Investigate,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,6,South of Market,POINT (-122.413441 37.779751),34,28853,8,2,9,1,3,1,1,1,1,21,21,5,10,34
03009977,0,030099770,601 Larkin St.,02/04/2003,030350252,02/04/2003 01:25:20 PM,02/04/2003 01:27:14 PM,02/04/2003 01:27:17 PM,SF,94105,B02,03,,2,9,0,0,0,0,E01,0,0,0,0,0,0,1,"710 - Malicious, mischievous false call, other",None,86 - Investigate,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,6,Tenderloin,POINT (-122.41763 37.783368),36,28858,7,9,9,1,17,,1,1,,20,20,5,10,36
03009979,0,030099790,2540 Mission St.,02/04/2003,030350254,02/04/2003 01:31:56 PM,02/04/2003 01:34:20 PM,02/04/2003 01:40:32 PM,SF,94110,B06,07,,1,1,1,1,1,1,E07,0,0,0,0,0,0,1,"500 - Service Call, other",None,73 - Provide manpower,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,9,Mission,POINT (-122.41926134 37.75638813),19,28859,2,4,7,,,3,,,3,53,53,3,2,20
03009980,0,030099800,Ellis St. / Franklin St.,02/04/2003,030350255,02/04/2003 01:35:17 PM,02/04/2003 01:38:37 PM,02/04/2003 01:40:02 PM,SF,94102,B02,03,,2,9,0,0,0,0,E05,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,74 - Provide apparatus,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,5,Western Addition,POINT (-122.422654 37.78362),41,28858,7,9,11,,,,,,,100,100,4,11,39
03009984,0,030099840,100 1st St.,02/04/2003,030350264,02/04/2003 02:03:26 PM,02/04/2003 02:07:17 PM,02/04/2003 02:16:22 PM,SF,94111,B03,13,,3,11,0,0,0,0,T13,0,0,0,0,0,0,1,"740 - Unintentional alarm, other",None,86 - Investigate,-,-,-,599 - Business office,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Financial District/South Beach,POINT (-122.397576 37.789665),6,28855,12,2,9,,,,,,,32,32,1,10,8
03009985,0,030099850,Mcallister St. / Octavia St.,02/04/2003,030350265,02/04/2003 02:04:59 PM,02/04/2003 02:07:40 PM,02/04/2003 02:08:07 PM,SF,94117,B02,05,,2,9,0,0,0,0,T05,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,73 - Provide manpower,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,5,Western Addition,POINT (-122.425183 37.779467),41,28852,7,9,11,,,,,,,97,97,4,11,39
03009986,0,030099860,55 Clayton St.,02/04/2003,030350268,02/04/2003 02:14:24 PM,02/04/2003 02:17:46 PM,02/04/2003 03:14:50 PM,SF,94117,B05,21,,1,4,1,2,0,0,E21,0,0,0,0,0,0,1,"311 - Medical assist, assist EMS crew",None,"30 - Emergency medical services, other",-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Lone Mountain/USF,POINT (-122.44985583 37.77461493),16,29492,15,5,11,,,,,,,24,24,7,11,18
03009987,0,030099870,350 Sansome St.,02/04/2003,030350267,02/04/2003 02:14:59 PM,02/04/2003 02:17:10 PM,02/04/2003 02:19:36 PM,SF,94104,B01,13,,2,9,0,0,1,2,,0,0,0,0,0,0,1,"740 - Unintentional alarm, other",None,86 - Investigate,-,-,-,599 - Business office,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Financial District/South Beach,POINT (-122.401172 37.793699),6,28860,4,1,10,,,,,,,108,108,6,3,8
03009989,0,030099890,64 Clifford Tr.,02/04/2003,030350273,02/04/2003 02:24:46 PM,02/04/2003 02:30:48 PM,02/04/2003 02:51:06 PM,SF,94117,B05,12,,1,4,0,0,0,0,T12,0,0,0,0,0,0,1,511 - Lock-out,None,52 - Forcible entry,-,-,-,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Haight Ashbury,POINT (-122.4445066 37.76392766),9,29492,15,5,5,,,,,,,112,112,7,5,3
03009991,0,030099910,700 Steiner St.,02/04/2003,030350275,02/04/2003 02:27:38 PM,02/04/2003 02:29:58 PM,02/04/2003 02:31:49 PM,SF,94115,B05,21,,2,9,0,0,0,0,E05,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,73 - Provide manpower,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,5,Hayes Valley,POINT (-122.43267643 37.7759056),10,29492,15,9,11,,,,,,,23,23,4,11,9
03009999,0,030099990,Boardman Pl. / Brannan St.,02/04/2003,030350284,02/04/2003 02:41:41 PM,02/04/2003 02:44:58 PM,02/04/2003 02:48:36 PM,SF,94107,B03,08,,1,4,0,0,0,0,E08,0,0,0,0,0,0,1,"900 - Special type of incident, other",None,61 - Restore municipal services,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,6,South of Market,POINT (-122.402049 37.773969),34,28853,14,2,9,,,,,,,32,32,1,10,34
03010005,0,030100050,655 Avenue H,02/04/2003,030350293,02/04/2003 03:10:10 PM,02/04/2003 03:14:48 PM,02/04/2003 03:16:15 PM,TI,94130,B03,48,,3,11,0,0,0,0,E48,0,0,0,0,0,0,1,735 - Alarm system sounded due to malfunction,None,86 - Investigate,-,-,-,"200 - Educational, other",,,,,,,,,,,,,,,,,,,,,,,,,,,6,Treasure Island,POINT (-122.3715375 37.82256823),37,62,,2,9,,,,,,,36,36,1,10,37
