Incident_Number,Exposure_Number,ID,Address,Incident_Date,Call_Number,Alarm_DtTm,Arrival_DtTm,Close_DtTm,City,ZIP_Code,Battalion,Station_Area,Box,Suppression_Units,Suppression_Personnel,EMS_Units,EMS_Personnel,Other_Units,Other_Personnel,First_Unit_On_Scene,Estimated_Property_Loss,Estimated_Contents_Loss,Fire_Fatalities,Fire_Injuries,Civilian_Fatalities,Civilian_Injuries,Number_of_Alarms,Primary_Situation,Mutual_Aid,Action_Taken_Primary,Action_Taken_Secondary,Action_Taken_Other,Detector_Alerted_Occupants,Property_Use,Area_of_Fire_Origin,Ignition_Cause,Ignition_Factor_Primary,Ignition_Factor_Secondary,Heat_Source,Item_First_Ignited,Human_Factors_Associated_with_Ignition,Structure_Type,Structure_Status,Floor_of_Fire_Origin,Fire_Spread,No_Flame_Spead,Number_of_floors_with_minimum_damage,Number_of_floors_with_significant_damage,Number_of_floors_with_heavy_damage,Number_of_floors_with_extreme_damage,Detectors_Present,Detector_Type,Detector_Operation,Detector_Effectiveness,Detector_Failure_Reason,Automatic_Extinguishing_System_Present,Automatic_Extinguishing_Sytem_Type,Automatic_Extinguishing_Sytem_Perfomance,Automatic_Extinguishing_Sytem_Failure_Reason,Number_of_Sprinkler_Heads_Operating,Supervisor_District,Analysis_Neighborhood,point,Neighborhoods_old,Zip_Codes,Fire_Prevention_Districts,Police_Districts,Supervisor_Districts,Civic_Center_Harm_Reduction_Project_Boundary,Fix_It_Zones_2017,HSOC_Zones,Central_Market_Tenderloin_Boundary,Central_Market_Tenderloin_Boundary_Polygon_Updated,HSOC_Zones_as_of_2018_06_05,Neighborhoods,SF_Find_Neighborhoods,Current_Police_Districts,Current_Supervisor_Districts,Analysis_Neighborhoods
17121173,0,171211730,771 Cole Street,10/15/2017,172881898,10/15/2017 01:18:46 PM,10/15/2017 01:21:21 PM,10/15/2017 01:27:48 PM,,,B05,12,5144,1,4,1,1,0,0,,,,0,0,0,0,,"320 emergency medical service incident, other",n none,86 investigate,,,,419 1 or 2 family dwelling,,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18089731,0,180897310,13th St.,07/31/2018,182123218,07/31/2018 06:33:02 PM,07/31/2018 06:36:19 PM,07/31/2018 06:37:19 PM,,,B03,48,2931,2,9,0,0,0,0,,,,0,0,0,0,,"700 false alarm or false call, other",n none,86 investigate,,,,"962 residential street, road or residential driveway",,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18065442,0,180654420,Bayside Dr/gateview Ave.,06/03/2018,181543243,06/03/2018 08:24:08 PM,06/03/2018 08:27:47 PM,06/03/2018 08:28:07 PM,,,B03,48,2931,2,9,0,0,0,0,,,,0,0,0,0,,"900 special type of incident, other",n none,86 investigate,,,,"000 property use, other",,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18078390,0,180783900,116 New Montgomery Street,07/04/2018,181850507,07/04/2018 06:05:25 AM,,07/04/2018 06:07:46 AM,San Francisco,94105,B03,01,2157,3,11,0,0,0,0,,,,0,0,0,0,,611 dispatched & canceled en route,n none,93 cancelled en route,,,,,,,,,,,,,,,,na,,,,,,,,,,,,,,,6,Financial District/South Beach,POINT (-122.40027400000001 37.78716000003),6,28855,12,2,9,,,,,,,32,32,1,10,8
18079193,0,180791930,13th,07/05/2018,181863741,07/05/2018 09:03:02 PM,07/05/2018 09:05:57 PM,07/05/2018 09:06:22 PM,,,B03,48,2931,2,9,0,0,0,0,,,,0,0,0,0,,"700 false alarm or false call, other",n none,86 investigate,,,,nnn none,,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19103145,0,191031450,1625 Post St 2210 Street,08/30/2019,192422343,08/30/2019 02:48:25 PM,08/30/2019 02:51:13 PM,08/30/2019 03:06:56 PM,,,B04,38,3364,4,15,1,1,0,0,,,,0,0,0,0,,"320 emergency medical service incident, other",n none,86 investigate,,,,429 multifamily dwelling,,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18115536,0,181155360,13th Street,10/02/2018,182753788,10/02/2018 08:38:49 PM,10/02/2018 08:41:46 PM,10/02/2018 08:42:18 PM,,,B03,48,2931,2,9,0,0,0,0,,,,0,0,0,0,,"500 service call, other",n none,86 investigate,,,,"000 property use, other",,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19105996,0,191059960,77 Blake Street,09/05/2019,192484402,09/05/2019 10:19:17 PM,09/05/2019 10:23:10 PM,09/05/2019 10:37:07 PM,,,B05,10,4454,1,5,0,0,0,0,,,,0,0,0,0,,511 lock-out,n none,52 forcible entry,,,,429 multifamily dwelling,,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18088557,0,180885570,15 Marina,07/28/2018,182092314,07/28/2018 04:08:09 PM,,07/28/2018 04:18:40 PM,San Francisco,94123,B04,16,3452,1,4,0,0,0,0,,,,0,0,0,0,,611 dispatched & canceled en route,n none,93 cancelled en route,,,,,,,,,,,,,,,,na,,,,,,,,,,,,,,,2,Marina,POINT (-122.433011 37.80457800003),17,57,13,9,1,,,,,,,17,17,4,6,13
19003553,0,190035530,Bayside Drive,01/09/2019,190090301,01/09/2019 04:23:10 AM,01/09/2019 04:27:51 AM,01/09/2019 04:30:08 AM,,,B03,48,2931,2,9,0,0,0,0,,,,0,0,0,0,,"500 service call, other",n none,86 investigate,,,,"000 property use, other",,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19108706,0,191087060,355 Serrano Drive,09/12/2019,192550542,09/12/2019 06:58:08 AM,,09/12/2019 06:59:02 AM,San Francisco,94132,B08,19,8581,3,10,0,0,0,0,,,,0,0,0,0,,611 dispatched & canceled en route,n none,93 cancelled en route,,,,,,,,,,,,,,,,na,,,,,,,,,,,,,,,7,Lakeshore,POINT (-122.480546 37.71896200002963),14,64,1,8,4,,,,,,,42,42,10,8,16
18065472,0,180654720,Bayside Drive/ Gateview,06/03/2018,181543477,06/03/2018 09:52:30 PM,06/03/2018 09:56:12 PM,06/03/2018 09:56:38 PM,,,B03,48,2931,2,9,0,0,0,0,,,,0,0,0,0,,"900 special type of incident, other",n none,86 investigate,,,,"000 property use, other",,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18075709,0,180757090,Bayside  Drive,06/27/2018,181783068,06/27/2018 06:21:58 PM,06/27/2018 06:26:01 PM,06/27/2018 06:26:23 PM,,,B03,48,2931,2,9,0,0,0,0,,,,0,0,0,0,,"740 unintentional transmission of alarm, other",n none,86 investigate,,,,963 street or road in commercial area,,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15107585,0,151075850,15th St/noe,10/07/2015,152803536,10/07/2015 07:39:12 PM,10/07/2015 07:39:12 PM,10/07/2015 07:47:19 PM,,,B02,,,1,5,0,0,0,0,,,,0,0,0,0,,"600 good intent call, other",n none,73 provide manpower,,,,nnn none,,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18079208,0,180792080,Gateview,07/05/2018,181863857,07/05/2018 09:36:27 PM,07/05/2018 09:41:22 PM,07/05/2018 09:57:03 PM,,,B03,48,2931,2,9,0,0,0,0,,,,0,0,0,0,,"321 ems call, excluding vehicle accident with injury",n none,31 provide first aid & check for injuries,,,,nnn none,,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18069449,0,180694490,Bayside Drive,06/13/2018,181641385,06/13/2018 10:59:41 AM,06/13/2018 11:01:02 AM,06/13/2018 11:01:14 AM,,,B03,48,2931,2,9,0,0,0,0,,,,0,0,0,0,,"712 direct tie to fd, malicious false alarm",n none,86 investigate,,,,"960 street, other",,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19110920,0,191109200,1855 Folsom Street,09/16/2019,192592911,09/16/2019 04:54:44 PM,,09/16/2019 04:56:36 PM,San Francisco,94103,B02,07,0527,3,11,0,0,0,0,,,,0,0,0,0,,611 dispatched & canceled en route,n none,93 cancelled en route,,,,,,,,,,,,,,,,na,,,,,,,,,,,,,,,9,Mission,POINT (-122.41393700000002 37.767442000029654),19,28853,8,4,7,,,3,,,3,53,53,3,2,20
18016145,0,180161450,Octavia/market,02/07/2018,180380560,02/07/2018 07:21:25 AM,02/07/2018 07:26:15 AM,02/07/2018 07:28:07 AM,,,B02,36,5115,2,9,0,0,0,0,,,,0,0,0,0,,"700 false alarm or false call, other",n none,86 investigate,,,,"962 residential street, road or residential driveway",,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19111583,0,191115830,Avenue B,09/18/2019,192610476,09/18/2019 06:01:23 AM,09/18/2019 06:05:38 AM,09/18/2019 06:05:57 AM,,,B03,48,2931,2,9,0,0,0,0,,,,0,0,0,0,,"711 municipal alarm system, malicious false alarm",n none,86 investigate,,,,"960 street, other",,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18107685,0,181076850,Bayshore Drive/gateview Avenue,09/13/2018,182563635,09/13/2018 08:37:12 PM,09/13/2018 08:40:19 PM,09/13/2018 08:40:32 PM,,,B03,48,2931,2,9,0,0,0,0,,,,0,0,0,0,,"700 false alarm or false call, other",n none,86 investigate,,,,"000 property use, other",,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18105900,0,181059000,13th Street,09/09/2018,182522054,09/09/2018 02:09:33 PM,09/09/2018 02:12:49 PM,09/09/2018 02:13:26 PM,,,B03,48,2931,2,9,0,0,0,0,,,,0,0,0,0,,"712 direct tie to fd, malicious false alarm",n none,86 investigate,,,,"960 street, other",,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18111458,0,181114580,450 30th Avenue,09/22/2018,182653245,09/22/2018 07:23:21 PM,,09/22/2018 07:23:51 PM,San Francisco,94121,B07,14,0722,3,10,0,0,0,0,,,,0,0,0,0,,611 dispatched & canceled en route,n none,93 cancelled en route,,,,,,,,,,,,,,,,na,,,,,,,,,,,,,,,1,Outer Richmond,POINT (-122.48962699999998 37.78086500003),26,55,11,6,2,,,,,,,8,8,8,4,29
18089887,0,180898870,0,08/01/2018,182130628,08/01/2018 07:35:25 AM,,08/01/2018 07:40:23 AM,San Francisco,94134,B10,44,6274,1,5,0,0,0,0,,,,0,0,0,0,,611 dispatched & canceled en route,n none,93 cancelled en route,,,,963 street or road in commercial area,,,,,,,,,,,,na,,,,,,,,,,,,,,,10,Bayview Hunters Point,POINT (-122.39268900000002 37.70909500003),1,58,10,3,8,,,,,,,79,79,2,9,1
18110164,0,181101640,Avenue B,09/19/2018,182623416,09/19/2018 05:30:36 PM,09/19/2018 05:33:47 PM,09/19/2018 05:34:05 PM,,,B03,48,2931,2,9,0,0,0,0,,,,0,0,0,0,,"740 unintentional transmission of alarm, other",n none,86 investigate,,,,nnn none,,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19092436,0,190924360,Bayside Drive,08/05/2019,192174138,08/05/2019 10:23:45 PM,08/05/2019 10:27:42 PM,08/05/2019 10:28:28 PM,,,B03,48,2931,2,9,0,0,0,0,,,,0,0,0,0,,"500 service call, other",n none,86 investigate,,,,"900 outside or special property, other",,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18091748,0,180917480,9th St,08/05/2018,182172592,08/05/2018 05:49:18 PM,08/05/2018 05:53:12 PM,08/05/2018 05:53:25 PM,,,B03,48,2931,2,9,0,0,0,0,,,,0,0,0,0,,"712 direct tie to fd, malicious false alarm",n none,86 investigate,,,,"962 residential street, road or residential driveway",,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18106796,0,181067960,13th St,09/11/2018,182543038,09/11/2018 05:03:48 PM,09/11/2018 05:05:32 PM,09/11/2018 05:06:00 PM,,,B03,48,2931,2,9,0,0,0,0,,,,0,0,0,0,,"711 municipal alarm system, malicious false alarm",n none,86 investigate,,,,"962 residential street, road or residential driveway",,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18099956,0,180999560,Bayside Dr,08/25/2018,182373274,08/25/2018 06:52:36 PM,08/25/2018 06:56:12 PM,08/25/2018 06:56:38 PM,,,B03,48,2931,2,9,0,0,0,0,,,,0,0,0,0,,"711 municipal alarm system, malicious false alarm",n none,86 investigate,,,,"962 residential street, road or residential driveway",,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19107944,0,191079440,1 United,09/10/2019,192532043,09/10/2019 12:58:01 PM,,09/10/2019 01:04:34 PM,San Francisco,94102,B02,36,1551,1,4,0,0,0,0,,,,0,0,0,0,,611 dispatched & canceled en route,n none,93 cancelled en route,,,,,,,,,,,,,,,,na,,,,,,,,,,,,,,,6,Tenderloin,POINT (-122.41349 37.779807000029656),36,28852,7,2,9,1,3,1,1,1,1,21,21,5,10,36
18107252,0,181072520,13th Street,09/12/2018,182553718,09/12/2018 07:07:35 PM,09/12/2018 07:10:30 PM,09/12/2018 07:11:18 PM,,,B03,48,2931,2,9,0,0,0,0,,,,0,0,0,0,,"700 false alarm or false call, other",n none,86 investigate,,,,nnn none,,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18100239,0,181002390,1250 Sunnydale Avenue,08/26/2018,182381656,08/26/2018 12:44:06 PM,,08/26/2018 12:44:52 PM,San Francisco,94134,B09,44,6241,3,10,0,0,0,0,,,,0,0,0,0,,611 dispatched & canceled en route,n none,93 cancelled en route,,,,,,,,,,,,,,,,na,,,,,,,,,,,,,,,10,Visitacion Valley,POINT (-122.41366500000001 37.71132900003),39,309,9,7,8,,14,,,,,75,75,9,9,40
18075750,0,180757500,13th St/ Gateview Ti,06/27/2018,181783451,06/27/2018 08:16:38 PM,06/27/2018 08:19:07 PM,06/27/2018 08:19:20 PM,,,B03,48,2931,2,9,0,0,0,0,,,,0,0,0,0,,"700 false alarm or false call, other",n none,"00 action taken, other",,,,nnn none,,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19123280,0,191232800,48 Malta Drive,10/13/2019,192862163,10/13/2019 02:39:27 PM,,10/13/2019 02:40:08 PM,San Francisco,94131,B09,26,8178,3,10,0,0,0,0,,,,0,0,0,0,,611 dispatched & canceled en route,n none,93 cancelled en route,,,,,,,,,,,,,,,,na,,,,,,,,,,,,,,,7,West of Twin Peaks,POINT (-122.44396499999999 37.73523600002963),40,63,9,7,4,,,,,,,72,72,9,8,41
18085550,0,180855500,555 Portola Drive,07/21/2018,182021342,07/21/2018 10:55:58 AM,07/21/2018 11:00:49 AM,07/21/2018 11:26:58 AM,San Francisco,,B06,24,5353,4,15,0,0,0,0,,,,0,0,0,0,,"744 detector activation, no fire - unintentional",n none,86 investigate,,,,215 high school/junior high school/middle school,,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18142596,0,181425960,730 Eddy Street,12/06/2018,183400209,12/06/2018 02:18:42 AM,12/06/2018 02:23:01 AM,12/06/2018 02:25:59 AM,,,B02,03,3163,1,5,0,0,0,0,,,,0,0,0,0,,"550 public service assistance, other",n none,86 investigate,,,,"439 boarding/rooming house, residential hotels",,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18126303,0,181263030,Avenue B,10/28/2018,183012675,10/28/2018 04:23:00 PM,10/28/2018 04:26:13 PM,10/28/2018 04:28:29 PM,,,B03,48,2931,2,9,0,0,0,0,,,,0,0,0,0,,"700 false alarm or false call, other",n none,86 investigate,,,,"962 residential street, road or residential driveway",,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18102793,0,181027930,Bayside Dr./gateview Ave.,09/01/2018,182442909,09/01/2018 06:46:31 PM,09/01/2018 06:49:44 PM,09/01/2018 06:50:02 PM,,,B03,48,2931,2,9,0,0,0,0,,,,0,0,0,0,,"700 false alarm or false call, other",n none,"00 action taken, other",,,,"000 property use, other",,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18101320,0,181013200,750 Van Ness Avenue,08/29/2018,182410494,08/29/2018 06:39:57 AM,,08/29/2018 06:52:14 AM,San Francisco,94102,B02,03,3163,3,11,0,0,0,0,,,,0,0,0,0,,611 dispatched & canceled en route,n none,93 cancelled en route,,,,,,,,,,,,,,,,na,,,,,,,,,,,,,,,6,Tenderloin,POINT (-122.42066000000001 37.78250400003),36,28852,7,9,9,1,,,,1,,20,20,4,10,36
18135398,0,181353980,Avenue B,11/18/2018,183222228,11/18/2018 04:26:04 PM,11/18/2018 04:29:13 PM,11/18/2018 04:29:32 PM,,,B03,48,2931,2,9,0,0,0,0,,,,0,0,0,0,,"700 false alarm or false call, other",n none,86 investigate,,,,"962 residential street, road or residential driveway",,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18081477,0,180814770,Bayside,07/11/2018,181921773,07/11/2018 01:19:40 PM,07/11/2018 01:23:38 PM,07/11/2018 01:24:02 PM,,,B03,48,2931,2,9,0,0,0,0,,,,0,0,0,0,,"711 municipal alarm system, malicious false alarm",n none,86 investigate,,,,"960 street, other",,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19147968,0,191479680,310 Arballo Drive,12/08/2019,193422078,12/08/2019 02:20:15 PM,,12/08/2019 02:21:09 PM,San Francisco,94132,B08,19,8582,3,10,0,0,0,0,,,,0,0,0,0,,611 dispatched & canceled en route,n none,93 cancelled en route,,,,,,,,,,,,,,,,na,,,,,,,,,,,,,,,7,Lakeshore,POINT (-122.48310500000001 37.720974000029614),14,64,1,8,4,,,,,,,42,42,10,8,16
19147840,0,191478400,283 Fair Oaks Street,12/08/2019,193420864,12/08/2019 08:22:43 AM,12/08/2019 08:26:10 AM,12/08/2019 08:42:09 AM,San Francisco,,B06,11,5513,3,10,0,0,0,0,,,,0,0,0,0,,733 smoke detector activation due to malfunction,n none,86 investigate,,,,419 1 or 2 family dwelling,,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19006448,0,190064480,410 15th Avenue,01/16/2019,190160606,01/16/2019 07:26:00 AM,01/16/2019 07:29:26 AM,01/16/2019 07:41:13 AM,,,B07,31,7154,8,28,1,2,1,2,,,,0,0,0,0,,"100 fire, other",n none,"10 fire control or extinguishment, other",,,,429 multifamily dwelling,"20 function areas, other",2 unintentional,12 heat source too close to combustibles.,,"10 heat from powered equipment, other","30 soft goods, wearing apparel, other",n none,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18135696,0,181356960,42 Washburn Street,11/19/2018,183231288,11/19/2018 11:05:33 AM,,11/19/2018 11:06:59 AM,San Francisco,94103,B02,36,2336,3,10,0,0,0,0,,,,0,0,0,0,,611 dispatched & canceled en route,n none,93 cancelled en route,,,,,,,,,,,,,,,,na,,,,,,,,,,,,,,,6,South of Market,POINT (-122.41449600000001 37.77528500003),34,28853,8,2,9,1,,1,1,1,1,32,32,1,10,34
19008725,0,190087250,670 Eddy St 401b Street,01/21/2019,190210365,01/21/2019 04:33:37 AM,01/21/2019 04:36:57 AM,01/21/2019 04:44:41 AM,,,B02,03,1643,3,11,0,0,0,0,,,,0,0,0,0,,"714 central station, malicious false alarm",n none,63 restore fire alarm system,,,,429 multifamily dwelling,,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19149952,0,191499520,160 Eddy Street,12/12/2019,193462997,12/12/2019 05:05:52 PM,,12/12/2019 05:07:06 PM,San Francisco,94102,B03,03,1453,3,11,0,0,0,0,,,,0,0,0,0,,611 dispatched & canceled en route,n none,93 cancelled en route,,,1 detector alerted occupants,"439 boarding/rooming house, residential hotels",,,,,,,,,,,,na,,,,,,,,,,,,,,,6,Tenderloin,POINT (-122.41026299999999 37.78450200002966),36,28852,14,10,9,1,17,,1,1,,20,20,5,10,36
19010643,0,190106430,Bayside Drive,01/25/2019,190253852,01/25/2019 09:04:01 PM,01/25/2019 09:07:58 PM,01/25/2019 09:08:08 PM,,,B03,48,2931,2,9,0,0,0,0,,,,0,0,0,0,,"712 direct tie to fd, malicious false alarm",n none,86 investigate,,,,"962 residential street, road or residential driveway",,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19001529,0,190015290,Webster St.,01/04/2019,190041909,01/04/2019 01:41:50 PM,01/04/2019 01:45:48 PM,01/04/2019 02:51:46 PM,,,B04,05,3514,1,4,1,2,0,0,,,,0,0,0,0,,322 motor vehicle accident with injuries,n none,86 investigate,32 provide basic life support (bls),,,963 street or road in commercial area,,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19025375,0,190253750,1010 Divisadero Street,03/01/2019,190600558,03/01/2019 06:35:04 AM,,03/01/2019 06:37:27 AM,San Francisco,94115,B05,05,4152,2,5,0,0,0,0,,,,0,0,0,0,,611 dispatched & canceled en route,n none,93 cancelled en route,,,,,,,,,,,,,,,,na,,,,,,,,,,,,,,,5,Western Addition,POINT (-122.43849899999998 37.77888300003),41,29490,15,5,11,,,,,,,97,97,4,11,39
19033589,0,190335890,1405 Mckinnon Av 226,03/19/2019,190784118,03/19/2019 10:54:55 PM,,03/19/2019 11:01:44 PM,San Francisco,94124,B10,17,6534,3,10,0,0,0,0,,,,0,0,0,0,,611 dispatched & canceled en route,n none,93 cancelled en route,,,,,,,,,,,,,,,,na,,,,,,,,,,,,,,,10,Bayview Hunters Point,POINT (-122.387233 37.73481800003),1,58,10,3,8,,,,,,,86,86,2,9,1
19039748,0,190397480,Bayside Drive,04/03/2019,190933500,04/03/2019 05:41:44 PM,04/03/2019 05:45:16 PM,04/03/2019 05:50:14 PM,,,B03,48,2931,2,9,0,0,0,0,,,,0,0,0,0,,"500 service call, other",n none,86 investigate,,,,uuu undetermined,,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19036891,0,190368910,Bayside Drive,03/27/2019,190863833,03/27/2019 08:55:13 PM,03/27/2019 08:59:59 PM,03/27/2019 09:00:29 PM,,,B03,48,2931,2,9,0,0,0,0,,,,0,0,0,0,,"500 service call, other",n none,86 investigate,,,,"962 residential street, road or residential driveway",,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19037945,0,190379450,Avenue B,03/30/2019,190891313,03/30/2019 11:16:25 AM,03/30/2019 11:19:14 AM,03/30/2019 11:19:27 AM,,,B03,48,2931,2,9,0,0,0,0,,,,0,0,0,0,,"500 service call, other",n none,86 investigate,,,,uuu undetermined,,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19054128,0,190541280,Holloway Avenue,05/07/2019,191273978,05/07/2019 10:17:54 PM,05/07/2019 10:23:16 PM,05/07/2019 10:30:33 PM,,,B08,19,8871,1,4,0,0,0,0,,,,0,0,0,0,,324 motor vehicle accident with no injuries.,n none,31 provide first aid & check for injuries,,,,963 street or road in commercial area,,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19026383,0,190263830,855 Brannan St Bldg C 1st,03/03/2019,190621390,03/03/2019 11:31:48 AM,,03/03/2019 11:32:15 AM,San Francisco,94103,B03,29,2325,3,11,0,0,0,0,,,,0,0,0,0,,611 dispatched & canceled en route,n none,93 cancelled en route,,,,uuu undetermined,,,,,,,,,,,,na,,,,,,,,,,,,,,,6,South of Market,POINT (-122.40438100000001 37.77202800003),34,28853,14,2,9,,,,,,,33,33,1,10,34
19035647,0,190356470,Bayside Drive,03/24/2019,190833602,03/24/2019 09:17:00 PM,03/24/2019 09:19:55 PM,03/24/2019 09:20:10 PM,,,B03,48,2931,2,9,0,0,0,0,,,,0,0,0,0,,"500 service call, other",n none,86 investigate,,,,uuu undetermined,,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18131124,0,181311240,Bayside Drive,11/08/2018,183123153,11/08/2018 05:46:36 PM,11/08/2018 05:47:25 PM,11/08/2018 05:49:41 PM,,,B03,48,2931,2,9,0,0,0,0,,,,0,0,0,0,,"711 municipal alarm system, malicious false alarm",n none,86 investigate,,,,"960 street, other",,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19046495,0,190464950,1185 Mason Street,04/18/2019,191093476,04/19/2019 07:23:41 PM,04/19/2019 07:23:41 PM,04/19/2019 07:29:03 PM,,,B04,,,1,4,0,0,0,0,,2000,,0,0,0,0,,"130 mobile property (vehicle) fire, other",n none,11 extinguishment by fire service personnel,,,,"960 street, other","92 highway, parking lot, street: on or near",2 unintentional,"20 mechanical failure, malfunction, other",,"40 hot or smoldering object, other",uu undetermined,n none,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19077305,0,190773050,1252 Howard Street,06/30/2019,191811499,06/30/2019 12:02:59 PM,06/30/2019 12:12:38 PM,06/30/2019 12:14:55 PM,,,B02,01,2335,1,4,0,0,0,0,,,,0,0,0,0,,553 public service,n none,83 provide information to public or media,,,,"519 food and beverage sales, grocery store",,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17108982,0,171089820,170 Otis Street,09/16/2017,172590176,09/16/2017 01:01:30 AM,,09/16/2017 01:02:31 AM,San Francisco,94103,B02,36,5125,3,10,0,0,0,0,,,,0,0,0,0,,611 dispatched & canceled en route,n none,93 cancelled en route,,,,,,,,,,,,,,,,na,,,,,,,,,,,,,,,6,Mission,POINT (-122.420632 37.770852000030004),19,28853,8,2,9,1,,,,,,32,32,1,10,20
05099170,0,050991700,944 Corbett Av.,12/30/2005,053640352,12/30/2005 10:40:27 PM,12/30/2005 10:46:33 PM,12/30/2005 11:37:23 PM,SF,,B06,24,,3,10,0,0,0,0,B06,0,0,0,0,0,0,,"445 - arcing, shorted electrical equipment",none,92 - standby,-,-,-,963 - street or road in commercial area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06002862,0,060028620,454 20th Av.,01/10/2006,060100339,01/10/2006 07:46:06 PM,01/10/2006 07:48:47 PM,01/11/2006 02:38:20 AM,SF,,B07,14,,17,75,3,5,0,0,E14,250000,100000,0,0,0,0,,111 - building fire,none,11 - extinguish,86 - investigate,-,-,429 - multifamily dwellings,"20 - function area, other",u - cause undetermined after investigation,-,-,uu - undetermined,uu - undetermined,-,1 -enclosed building,2 -in normal use,3,17 -structural member or framing,3,0,0,0,1,1 -present,1 -smoke,u -undetermined,-,-,n -none present,-,-,-,0,,,,,,,,,,,,,,,,,,,
05077709,0,050777090,Filbert St. / Taylor St.,10/15/2005,052880413,10/15/2005 10:06:25 PM,,10/15/2005 12:00:00 AM,SF,94133,B01,28,1436,2,9,0,0,0,0,,0,0,0,0,0,0,,"711 - municipal alarm system, street box false",none,86 - investigate,-,-,-,"960 - street, other",-,-,-,-,-,-,-,-,-,,-,,,,,,-,-,-,-,-,-,-,-,-,,3,Russian Hill,POINT (-122.414305 37.80075900003),32,308,5,1,10,,,,,,,107,107,6,3,32
